,Schl,Opp,PTS,OPP,Year,Date,neutral
5140,Holy Family,University of the Sciences (Pa.),69,58,2007,01/23/2008,225
5141,Alliance,Bloomfield,81,78,2007,01/23/2008,712
5142,Alliance,Bloomfield,81,78,2007,01/23/2008,712
5143,Dominican (NY),Felician,93,81,2007,01/23/2008,179
5144,Dominican (NY),Felician,93,81,2007,01/23/2008,179
5145,LIU Post,Adelphi,61,49,2007,01/23/2008,812
5146,LIU Post,Adelphi,61,49,2007,01/23/2008,812
5147,Cameron,East Central,76,95,2007,01/23/2008,350
5148,Cameron,East Central,76,95,2007,01/23/2008,350
5149,Shaw,Fayetteville State,59,62,2007,01/24/2008,973
5150,Shaw,Fayetteville State,59,62,2007,01/24/2008,973
5151,Shaw,Fayetteville State,59,62,2007,01/24/2008,973
5152,Kentucky Wesleyan,Southern Illinois-Edwardsville,77,69,2007,01/24/2008,"1,200"
5153,Kentucky Wesleyan,Southern Illinois-Edwardsville,77,69,2007,01/24/2008,"1,200"
5154,Virginia State,Livingstone,71,76,2007,01/24/2008,"3,102"
5155,Virginia State,Livingstone,71,76,2007,01/24/2008,"3,102"
5156,Johnson C. Smith,Virginia Union,61,47,2007,01/24/2008,"1,739"
5157,Johnson C. Smith,Virginia Union,61,47,2007,01/24/2008,"1,739"
5158,Merrimack,Southern Connecticut State,61,57,2007,01/24/2008,284
5159,Merrimack,Southern Connecticut State,61,57,2007,01/24/2008,284
5160,Southern New Hampshire,Bentley,60,76,2007,01/24/2008,984
5161,Southern New Hampshire,Bentley,60,76,2007,01/24/2008,984
5162,Newman,Dallas Baptist,93,87,2007,01/24/2008,297
5163,Newman,Dallas Baptist,93,87,2007,01/24/2008,297
5164,Texas A&M-International,St. Mary's (TX),67,65,2007,01/24/2008,286
5165,Texas A&M-International,St. Mary's (TX),67,65,2007,01/24/2008,286
5166,Fairmont State,Charleston (WV),65,63,2007,01/24/2008,"1,100"
5167,Fairmont State,Charleston (WV),65,63,2007,01/24/2008,"1,100"
5168,Ohio Valley,Alderson-Broaddus,65,76,2007,01/24/2008,350
5169,Ohio Valley,Alderson-Broaddus,65,76,2007,01/24/2008,350
5170,Pittsburgh-Johnstown,Bluefield State,82,59,2007,01/24/2008,125
5171,Pittsburgh-Johnstown,Bluefield State,82,59,2007,01/24/2008,125
5172,Salem West Virginia,West Virginia State,82,99,2007,01/24/2008,216
5173,Salem West Virginia,West Virginia State,82,99,2007,01/24/2008,216
5174,Seton Hill,Davis & Elkins,73,69,2007,01/24/2008,310
5175,Seton Hill,Davis & Elkins,73,69,2007,01/24/2008,310
5176,Shepherd,Concord,85,70,2007,01/24/2008,373
5177,Shepherd,Concord,85,70,2007,01/24/2008,373
5178,West Liberty,Glenville State,120,83,2007,01/24/2008,750
5179,West Liberty,Glenville State,120,83,2007,01/24/2008,750
5180,Arkansas-Monticello,Henderson State,69,57,2007,01/24/2008,406
5181,Arkansas-Monticello,Henderson State,69,57,2007,01/24/2008,406
5182,Christian Brothers,Ouachita Baptist,57,60,2007,01/24/2008,575
5183,Christian Brothers,Ouachita Baptist,57,60,2007,01/24/2008,575
5184,Harding,Arkansas Tech,60,64,2007,01/24/2008,"2,800"
5185,Harding,Arkansas Tech,60,64,2007,01/24/2008,"2,800"
5186,Southern Arkansas,Delta State,73,74,2007,01/24/2008,792
5187,Southern Arkansas,Delta State,73,74,2007,01/24/2008,792
5188,Utah Tech,Brigham Young-Hawaii,85,70,2007,01/24/2008,"1,877"
5189,Utah Tech,Brigham Young-Hawaii,85,70,2007,01/24/2008,"1,877"
5190,Montana State-Billings,Alaska-Fairbanks,65,55,2007,01/24/2008,612
5191,Montana State-Billings,Alaska-Fairbanks,65,55,2007,01/24/2008,612
5192,Northwest Nazarene,Saint Martin's,74,57,2007,01/24/2008,750
5193,Northwest Nazarene,Saint Martin's,74,57,2007,01/24/2008,750
5194,Seattle,Alaska-Anchorage,38,45,2007,01/24/2008,387
5195,Seattle,Alaska-Anchorage,38,45,2007,01/24/2008,387
5196,Seattle Pacific,Western Oregon,62,60,2007,01/24/2008,432
5197,Seattle Pacific,Western Oregon,62,60,2007,01/24/2008,432
5198,Hillsdale,Mercyhurst,58,59,2007,01/24/2008,409
5199,Hillsdale,Mercyhurst,58,59,2007,01/24/2008,409
5200,Michigan Tech,Ashland,82,65,2007,01/24/2008,942
5201,Michigan Tech,Ashland,82,65,2007,01/24/2008,942
5202,Northern Michigan,Ferris State,71,57,2007,01/24/2008,643
5203,Northern Michigan,Ferris State,71,57,2007,01/24/2008,643
5204,Northwood (MI),Grand Valley State,53,77,2007,01/24/2008,802
5205,Northwood (MI),Grand Valley State,53,77,2007,01/24/2008,802
5206,Saginaw Valley,Lake Superior State,89,88,2007,01/24/2008,812
5207,Saginaw Valley,Lake Superior State,89,88,2007,01/24/2008,812
5208,Wayne State (MI),Gannon,39,65,2007,01/24/2008,714
5209,Wayne State (MI),Gannon,39,65,2007,01/24/2008,714
5210,Kentucky State,Albany State (GA),60,49,2007,01/24/2008,"1,102"
5211,Kentucky State,Albany State (GA),60,49,2007,01/24/2008,"1,102"
5212,Lane,Fort Valley State,70,75,2007,01/24/2008,"1,125"
5213,Lane,Fort Valley State,70,75,2007,01/24/2008,"1,125"
5214,Miles,Benedict,48,74,2007,01/24/2008,892
5215,Miles,Benedict,48,74,2007,01/24/2008,892
5216,Stillman,Morehouse,73,80,2007,01/24/2008,670
5217,Stillman,Morehouse,73,80,2007,01/24/2008,670
5218,Tuskegee,Clark Atlanta,56,83,2007,01/24/2008,"1,522"
5219,Tuskegee,Clark Atlanta,56,83,2007,01/24/2008,"1,522"
5220,Colorado State-Pueblo,Western Colorado,60,47,2007,01/24/2008,313
5221,Colorado State-Pueblo,Western Colorado,60,47,2007,01/24/2008,313
5222,Chadron State,Colorado School of Mines,76,74,2007,01/24/2008,476
5223,Chadron State,Colorado School of Mines,76,74,2007,01/24/2008,476
5224,Oklahoma Panhandle State,Texas-Permian Basin,61,64,2007,01/24/2008,625
5225,Oklahoma Panhandle State,Texas-Permian Basin,61,64,2007,01/24/2008,625
5226,Incarnate Word,St. Edward's,68,63,2007,01/24/2008,468
5227,Incarnate Word,St. Edward's,68,63,2007,01/24/2008,468
5228,Missouri S&T,Bellarmine,58,83,2007,01/24/2008,425
5229,Missouri S&T,Bellarmine,58,83,2007,01/24/2008,425
5230,Indianapolis,Rockhurst,63,52,2007,01/24/2008,441
5231,Indianapolis,Rockhurst,63,52,2007,01/24/2008,441
5232,Missouri-St. Louis,Northern Kentucky,71,63,2007,01/24/2008,260
5233,Missouri-St. Louis,Northern Kentucky,71,63,2007,01/24/2008,260
5234,Limestone,Lees-McRae,72,64,2007,01/24/2008,177
5235,Limestone,Lees-McRae,72,64,2007,01/24/2008,177
5236,Mount Olive,Barton,84,63,2007,01/24/2008,"1,205"
5237,Mount Olive,Barton,84,63,2007,01/24/2008,"1,205"
5238,Pfeiffer,Anderson (SC),80,78,2007,01/24/2008,250
5239,Pfeiffer,Anderson (SC),80,78,2007,01/24/2008,250
5240,Queens (NC),Erskine,64,50,2007,01/24/2008,319
5241,Queens (NC),Erskine,64,50,2007,01/24/2008,319
5242,St. Andrews,Coker,69,59,2007,01/24/2008,145
5243,St. Andrews,Coker,69,59,2007,01/24/2008,145
5244,Southern Indiana,Quincy,64,74,2007,01/24/2008,"2,000"
5245,Southern Indiana,Quincy,64,74,2007,01/24/2008,"2,000"
5246,Saint Joseph's (IN),Drury,68,62,2007,01/24/2008,"1,082"
5247,Saint Joseph's (IN),Drury,68,62,2007,01/24/2008,"1,082"
5248,Chestnut Hill,Washington Adventist,86,75,2007,01/24/2008,133
5249,Chestnut Hill,Washington Adventist,86,75,2007,01/24/2008,133
5250,Saint Paul's,Elizabeth City State,67,82,2007,01/24/2008,678
5251,Saint Paul's,Elizabeth City State,67,82,2007,01/24/2008,678
5252,Southwest Minnesota State,Minnesota-Crookston,54,41,2007,01/25/2008,"1,690"
5253,Southwest Minnesota State,Minnesota-Crookston,54,41,2007,01/25/2008,"1,690"
5254,Southwest Minnesota State,Minnesota-Crookston,54,41,2007,01/25/2008,"1,690"
5255,Colorado Mesa,Western New Mexico,54,57,2007,01/25/2008,937
5256,Colorado Mesa,Western New Mexico,54,57,2007,01/25/2008,937
5257,Wayne State (NE),Bemidji State,68,56,2007,01/25/2008,824
5258,Wayne State (NE),Bemidji State,68,56,2007,01/25/2008,824
5259,Winona State,Northern State SD,71,66,2007,01/25/2008,"3,378"
5260,Winona State,Northern State SD,71,66,2007,01/25/2008,"3,378"
5261,Cal State Dominguez Hills,Chicago State,88,65,2007,01/25/2008,389
5262,Cal State Dominguez Hills,Chicago State,88,65,2007,01/25/2008,389
5263,Cal State San Bernardino,Sonoma State,65,47,2007,01/25/2008,601
5264,Cal State San Bernardino,Sonoma State,65,47,2007,01/25/2008,601
5265,Cal Poly Pomona,Cal Poly Humboldt,76,61,2007,01/25/2008,402
5266,Cal Poly Pomona,Cal Poly Humboldt,76,61,2007,01/25/2008,402
5267,Cal State Los Angeles,Stanislaus State,85,66,2007,01/25/2008,386
5268,Cal State Los Angeles,Stanislaus State,85,66,2007,01/25/2008,386
5269,UC San Diego,San Francisco State,58,68,2007,01/25/2008,"3,906"
5270,UC San Diego,San Francisco State,58,68,2007,01/25/2008,"3,906"
5271,Grand Canyon,Chaminade,73,76,2007,01/25/2008,302
5272,Grand Canyon,Chaminade,73,76,2007,01/25/2008,302
5273,Notre Dame de Namur,Hawaii-Hilo,70,75,2007,01/25/2008,285
5274,Notre Dame de Namur,Hawaii-Hilo,70,75,2007,01/25/2008,285
5275,Colorado Christian,Regis (CO),78,68,2007,01/25/2008,972
5276,Colorado Christian,Regis (CO),78,68,2007,01/25/2008,972
5277,Fort Lewis,New Mexico Highlands,104,65,2007,01/25/2008,823
5278,Fort Lewis,New Mexico Highlands,104,65,2007,01/25/2008,823
5279,Metro State Denver,Colorado-Colorado Springs,71,58,2007,01/25/2008,258
5280,Metro State Denver,Colorado-Colorado Springs,71,58,2007,01/25/2008,258
5281,Upper Iowa,Mary,65,64,2007,01/25/2008,400
5282,Upper Iowa,Mary,65,64,2007,01/25/2008,400
5283,Shaw,Livingstone,80,76,2007,01/26/2008,725
5284,Shaw,Livingstone,80,76,2007,01/26/2008,725
5285,Shaw,Livingstone,80,76,2007,01/26/2008,725
5286,Minnesota Morris,St. Augustine's,64,77,2007,01/26/2008,100
5287,Minnesota Morris,St. Augustine's,64,77,2007,01/26/2008,100
5288,Massachusetts-Lowell,Bryant,50,56,2007,01/26/2008,278
5289,Massachusetts-Lowell,Bryant,50,56,2007,01/26/2008,278
5290,MSU Moorhead,Concordia-St. Paul,78,73,2007,01/26/2008,596
5291,MSU Moorhead,Concordia-St. Paul,78,73,2007,01/26/2008,596
5292,Southwest Minnesota State,Bemidji State,69,61,2007,01/26/2008,"2,912"
5293,Southwest Minnesota State,Bemidji State,69,61,2007,01/26/2008,"2,912"
5294,Upper Iowa,Northern State SD,56,77,2007,01/26/2008,450
5295,Upper Iowa,Northern State SD,56,77,2007,01/26/2008,450
5296,Wayne State (NE),Minnesota-Crookston,75,70,2007,01/26/2008,813
5297,Wayne State (NE),Minnesota-Crookston,75,70,2007,01/26/2008,813
5298,Winona State,Mary,95,45,2007,01/26/2008,"2,997"
5299,Winona State,Mary,95,45,2007,01/26/2008,"2,997"
5300,Fayetteville State,Saint Paul's,87,68,2007,01/26/2008,"1,219"
5301,Fayetteville State,Saint Paul's,87,68,2007,01/26/2008,"1,219"
5302,Johnson C. Smith,Bowie State,74,81,2007,01/26/2008,"2,107"
5303,Johnson C. Smith,Bowie State,74,81,2007,01/26/2008,"2,107"
5304,American International,Saint Michael's,71,67,2007,01/26/2008,257
5305,American International,Saint Michael's,71,67,2007,01/26/2008,257
5306,Merrimack,Le Moyne,89,81,2007,01/26/2008,322
5307,Merrimack,Le Moyne,89,81,2007,01/26/2008,322
5308,Pace,Stonehill,82,67,2007,01/26/2008,610
5309,Pace,Stonehill,82,67,2007,01/26/2008,610
5310,Saint Anselm,Assumption,71,73,2007,01/26/2008,672
5311,Saint Anselm,Assumption,71,73,2007,01/26/2008,672
5312,Saint Rose,Franklin Pierce,88,68,2007,01/26/2008,904
5313,Saint Rose,Franklin Pierce,88,68,2007,01/26/2008,904
5314,Southern Connecticut State,Southern New Hampshire,65,75,2007,01/26/2008,406
5315,Southern Connecticut State,Southern New Hampshire,65,75,2007,01/26/2008,406
5316,Northeastern State,Cameron,77,78,2007,01/26/2008,800
5317,Northeastern State,Cameron,77,78,2007,01/26/2008,800
5318,Armstrong State,Lander,68,48,2007,01/26/2008,498
5319,Armstrong State,Lander,68,48,2007,01/26/2008,498
5320,Lincoln (MO),Newman,74,91,2007,01/26/2008,145
5321,Lincoln (MO),Newman,74,91,2007,01/26/2008,145
5322,Texas A&M-International,St. Edward's,81,93,2007,01/26/2008,465
5323,Texas A&M-International,St. Edward's,81,93,2007,01/26/2008,465
5324,Cal State Dominguez Hills,Stanislaus State,71,62,2007,01/26/2008,345
5325,Cal State Dominguez Hills,Stanislaus State,71,62,2007,01/26/2008,345
5326,Cal State San Bernardino,Cal Poly Humboldt,82,73,2007,01/26/2008,"2,575"
5327,Cal State San Bernardino,Cal Poly Humboldt,82,73,2007,01/26/2008,"2,575"
5328,Cal Poly Pomona,Sonoma State,66,59,2007,01/26/2008,"1,091"
5329,Cal Poly Pomona,Sonoma State,66,59,2007,01/26/2008,"1,091"
5330,Cal State Los Angeles,Chicago State,82,51,2007,01/26/2008,412
5331,Cal State Los Angeles,Chicago State,82,51,2007,01/26/2008,412
5332,UC San Diego,Cal State Monterey Bay,93,97,2007,01/26/2008,619
5333,UC San Diego,Cal State Monterey Bay,93,97,2007,01/26/2008,619
5334,Fairmont State,West Virginia State,82,92,2007,01/26/2008,"1,075"
5335,Fairmont State,West Virginia State,82,92,2007,01/26/2008,"1,075"
5336,Ohio Valley,Davis & Elkins,84,71,2007,01/26/2008,350
5337,Ohio Valley,Davis & Elkins,84,71,2007,01/26/2008,350
5338,Pittsburgh-Johnstown,Concord,79,68,2007,01/26/2008,350
5339,Pittsburgh-Johnstown,Concord,79,68,2007,01/26/2008,350
5340,Salem West Virginia,Charleston (WV),102,94,2007,01/26/2008,216
5341,Salem West Virginia,Charleston (WV),102,94,2007,01/26/2008,216
5342,Seton Hill,Alderson-Broaddus,74,71,2007,01/26/2008,375
5343,Seton Hill,Alderson-Broaddus,74,71,2007,01/26/2008,375
5344,Shepherd,Bluefield State,84,56,2007,01/26/2008,384
5345,Shepherd,Bluefield State,84,56,2007,01/26/2008,384
5346,West Liberty,West Virginia Wesleyan,102,71,2007,01/26/2008,900
5347,West Liberty,West Virginia Wesleyan,102,71,2007,01/26/2008,900
5348,Wheeling Jesuit,Glenville State,80,63,2007,01/26/2008,361
5349,Wheeling Jesuit,Glenville State,80,63,2007,01/26/2008,361
5350,Oakland City,Emmaus,84,53,2007,01/26/2008,243
5351,Oakland City,Emmaus,84,53,2007,01/26/2008,243
5352,Arkansas Tech,Arkansas-Monticello,64,67,2007,01/26/2008,732
5353,Arkansas Tech,Arkansas-Monticello,64,67,2007,01/26/2008,732
5354,Delta State,Christian Brothers,79,63,2007,01/26/2008,"1,381"
5355,Delta State,Christian Brothers,79,63,2007,01/26/2008,"1,381"
5356,Henderson State,Harding,57,60,2007,01/26/2008,957
5357,Henderson State,Harding,57,60,2007,01/26/2008,957
5358,North Alabama,Alabama Huntsville,82,86,2007,01/26/2008,"1,221"
5359,North Alabama,Alabama Huntsville,82,86,2007,01/26/2008,"1,221"
5360,Ouachita Baptist,Southern Arkansas,79,63,2007,01/26/2008,791
5361,Ouachita Baptist,Southern Arkansas,79,63,2007,01/26/2008,791
5362,Valdosta State,West Alabama,74,62,2007,01/26/2008,"1,103"
5363,Valdosta State,West Alabama,74,62,2007,01/26/2008,"1,103"
5364,West Florida,Montevallo,70,75,2007,01/26/2008,712
5365,West Florida,Montevallo,70,75,2007,01/26/2008,712
5366,Flagler,West Georgia,74,58,2007,01/26/2008,617
5367,Flagler,West Georgia,74,58,2007,01/26/2008,617
5368,East Central,Central Oklahoma,71,94,2007,01/26/2008,823
5369,East Central,Central Oklahoma,71,94,2007,01/26/2008,823
5370,Eastern New Mexico,Angelo State,54,70,2007,01/26/2008,379
5371,Eastern New Mexico,Angelo State,54,70,2007,01/26/2008,379
5372,Midwestern State,Abilene Christian,76,69,2007,01/26/2008,"1,263"
5373,Midwestern State,Abilene Christian,76,69,2007,01/26/2008,"1,263"
5374,Tarleton State,West Texas A&M,76,74,2007,01/26/2008,"2,246"
5375,Tarleton State,West Texas A&M,76,74,2007,01/26/2008,"2,246"
5376,Texas A&M-Commerce,Southeastern Oklahoma State,61,43,2007,01/26/2008,576
5377,Texas A&M-Commerce,Southeastern Oklahoma State,61,43,2007,01/26/2008,576
5378,Utah Tech,Hawaii Pacific,77,67,2007,01/26/2008,"1,683"
5379,Utah Tech,Hawaii Pacific,77,67,2007,01/26/2008,"1,683"
5380,Grand Canyon,Chaminade,63,66,2007,01/26/2008,223
5381,Grand Canyon,Chaminade,63,66,2007,01/26/2008,223
5382,Notre Dame de Namur,Hawaii-Hilo,87,73,2007,01/26/2008,360
5383,Notre Dame de Namur,Hawaii-Hilo,87,73,2007,01/26/2008,360
5384,Clayton State,Francis Marion,62,44,2007,01/26/2008,472
5385,Clayton State,Francis Marion,62,44,2007,01/26/2008,472
5386,Columbus State,North Carolina-Pembroke,70,68,2007,01/26/2008,593
5387,Columbus State,North Carolina-Pembroke,70,68,2007,01/26/2008,593
5388,Georgia Southwestern,Augusta,88,95,2007,01/26/2008,300
5389,Georgia Southwestern,Augusta,88,95,2007,01/26/2008,300
5390,South Carolina-Aiken,Georgia College,72,69,2007,01/26/2008,"1,640"
5391,South Carolina-Aiken,Georgia College,72,69,2007,01/26/2008,"1,640"
5392,Minnesota-Duluth,St. Cloud State,73,82,2007,01/26/2008,412
5393,Minnesota-Duluth,St. Cloud State,73,82,2007,01/26/2008,412
5394,Omaha,North Dakota,84,69,2007,01/26/2008,"1,115"
5395,Omaha,North Dakota,84,69,2007,01/26/2008,"1,115"
5396,Central Washington,Western Washington,86,63,2007,01/26/2008,"3,172"
5397,Central Washington,Western Washington,86,63,2007,01/26/2008,"3,172"
5398,Montana State-Billings,Alaska-Anchorage,43,79,2007,01/26/2008,711
5399,Montana State-Billings,Alaska-Anchorage,43,79,2007,01/26/2008,711
5400,Northwest Nazarene,Western Oregon,84,58,2007,01/26/2008,671
5401,Northwest Nazarene,Western Oregon,84,58,2007,01/26/2008,671
5402,Seattle,Alaska-Fairbanks,78,56,2007,01/26/2008,473
5403,Seattle,Alaska-Fairbanks,78,56,2007,01/26/2008,473
5404,Seattle Pacific,Saint Martin's,89,79,2007,01/26/2008,"1,234"
5405,Seattle Pacific,Saint Martin's,89,79,2007,01/26/2008,"1,234"
5406,Hillsdale,Gannon,75,80,2007,01/26/2008,702
5407,Hillsdale,Gannon,75,80,2007,01/26/2008,702
5408,Lake Superior State,Ashland,96,88,2007,01/26/2008,445
5409,Lake Superior State,Ashland,96,88,2007,01/26/2008,445
5410,Michigan Tech,Ferris State,83,88,2007,01/26/2008,"1,308"
5411,Michigan Tech,Ferris State,83,88,2007,01/26/2008,"1,308"
5412,Northern Michigan,Findlay,45,71,2007,01/26/2008,722
5413,Northern Michigan,Findlay,45,71,2007,01/26/2008,722
5414,Northwood (MI),Tiffin,69,48,2007,01/26/2008,234
5415,Northwood (MI),Tiffin,69,48,2007,01/26/2008,234
5416,Saginaw Valley,Grand Valley State,49,71,2007,01/26/2008,814
5417,Saginaw Valley,Grand Valley State,49,71,2007,01/26/2008,814
5418,Wayne State (MI),Mercyhurst,60,68,2007,01/26/2008,503
5419,Wayne State (MI),Mercyhurst,60,68,2007,01/26/2008,503
5420,Central State (OH),Kentucky State,85,65,2007,01/26/2008,"2,217"
5421,Central State (OH),Kentucky State,85,65,2007,01/26/2008,"2,217"
5422,Lane,Claflin,51,61,2007,01/26/2008,"1,328"
5423,Lane,Claflin,51,61,2007,01/26/2008,"1,328"
5424,Stillman,Clark Atlanta,64,79,2007,01/26/2008,805
5425,Stillman,Clark Atlanta,64,79,2007,01/26/2008,805
5426,Tuskegee,Morehouse,70,68,2007,01/26/2008,"3,307"
5427,Tuskegee,Morehouse,70,68,2007,01/26/2008,"3,307"
5428,Fort Hays State,Missouri Southern State,82,76,2007,01/26/2008,"2,737"
5429,Fort Hays State,Missouri Southern State,82,76,2007,01/26/2008,"2,737"
5430,Northwest Missouri State,Central Missouri,77,62,2007,01/26/2008,"1,703"
5431,Northwest Missouri State,Central Missouri,77,62,2007,01/26/2008,"1,703"
5432,Pittsburg State,Washburn,82,69,2007,01/26/2008,"2,277"
5433,Pittsburg State,Washburn,82,69,2007,01/26/2008,"2,277"
5434,Truman State,Southwest Baptist,78,58,2007,01/26/2008,"1,127"
5435,Truman State,Southwest Baptist,78,58,2007,01/26/2008,"1,127"
5436,Adams State,Western Colorado,80,64,2007,01/26/2008,"2,175"
5437,Adams State,Western Colorado,80,64,2007,01/26/2008,"2,175"
5438,Colorado Christian,Colorado-Colorado Springs,74,81,2007,01/26/2008,986
5439,Colorado Christian,Colorado-Colorado Springs,74,81,2007,01/26/2008,986
5440,Fort Lewis,Western New Mexico,93,59,2007,01/26/2008,902
5441,Fort Lewis,Western New Mexico,93,59,2007,01/26/2008,902
5442,Metro State Denver,Regis (CO),59,75,2007,01/26/2008,457
5443,Metro State Denver,Regis (CO),59,75,2007,01/26/2008,457
5444,Nebraska-Kearney,Colorado School of Mines,78,75,2007,01/26/2008,"1,128"
5445,Nebraska-Kearney,Colorado School of Mines,78,75,2007,01/26/2008,"1,128"
5446,Mercy,Queens (NY),65,59,2007,01/26/2008,129
5447,Mercy,Queens (NY),65,59,2007,01/26/2008,129
5448,Molloy,Adelphi,52,57,2007,01/26/2008,125
5449,Molloy,Adelphi,52,57,2007,01/26/2008,125
5450,New York Tech,LIU Post,79,84,2007,01/26/2008,255
5451,New York Tech,LIU Post,79,84,2007,01/26/2008,255
5452,New Haven,Concordia (NY),69,73,2007,01/26/2008,81
5453,New Haven,Concordia (NY),69,73,2007,01/26/2008,81
5454,Bloomsburg,Kutztown,52,67,2007,01/26/2008,345
5455,Bloomsburg,Kutztown,52,67,2007,01/26/2008,345
5456,Clarion,Shippensburg,89,80,2007,01/26/2008,500
5457,Clarion,Shippensburg,89,80,2007,01/26/2008,500
5458,Oklahoma Panhandle State,Dallas Baptist,82,79,2007,01/26/2008,488
5459,Oklahoma Panhandle State,Dallas Baptist,82,79,2007,01/26/2008,488
5460,Miles,Paine,73,69,2007,01/26/2008,"1,396"
5461,Miles,Paine,73,69,2007,01/26/2008,"1,396"
5462,East Stroudsburg State,West Chester,54,56,2007,01/26/2008,827
5463,East Stroudsburg State,West Chester,54,56,2007,01/26/2008,827
5464,Edinboro,Indiana (PA),80,60,2007,01/26/2008,"1,344"
5465,Edinboro,Indiana (PA),80,60,2007,01/26/2008,"1,344"
5466,Lock Haven,California (PA),64,72,2007,01/26/2008,300
5467,Lock Haven,California (PA),64,72,2007,01/26/2008,300
5468,Mansfield,Cheyney,77,82,2007,01/26/2008,960
5469,Mansfield,Cheyney,77,82,2007,01/26/2008,960
5470,Millersville,District of Columbia,68,59,2007,01/26/2008,500
5471,Millersville,District of Columbia,68,59,2007,01/26/2008,500
5472,Carson-Newman,Lenoir-Rhyne,97,106,2007,01/26/2008,975
5473,Carson-Newman,Lenoir-Rhyne,97,106,2007,01/26/2008,975
5474,Catawba,Newberry,82,92,2007,01/26/2008,719
5475,Catawba,Newberry,82,92,2007,01/26/2008,719
5476,Lincoln Memorial,Mars Hill,69,70,2007,01/26/2008,965
5477,Lincoln Memorial,Mars Hill,69,70,2007,01/26/2008,965
5478,Wingate,Tusculum,81,77,2007,01/26/2008,625
5479,Wingate,Tusculum,81,77,2007,01/26/2008,625
5480,Missouri S&T,Northern Kentucky,53,84,2007,01/26/2008,525
5481,Missouri S&T,Northern Kentucky,53,84,2007,01/26/2008,525
5482,Wisconsin-Parkside,Lewis,79,75,2007,01/26/2008,"1,667"
5483,Wisconsin-Parkside,Lewis,79,75,2007,01/26/2008,"1,667"
5484,Barry,Saint Leo,72,78,2007,01/26/2008,513
5485,Barry,Saint Leo,72,78,2007,01/26/2008,513
5486,Florida Southern,Rollins,85,83,2007,01/26/2008,645
5487,Florida Southern,Rollins,85,83,2007,01/26/2008,645
5488,Florida Tech,Eckerd,91,88,2007,01/26/2008,984
5489,Florida Tech,Eckerd,91,88,2007,01/26/2008,984
5490,Lynn,Nova Southeastern,66,76,2007,01/26/2008,629
5491,Lynn,Nova Southeastern,66,76,2007,01/26/2008,629
5492,Tampa,Palm Beach Atlantic,76,47,2007,01/26/2008,112
5493,Tampa,Palm Beach Atlantic,76,47,2007,01/26/2008,112
5494,Indianapolis,Drury,52,70,2007,01/26/2008,626
5495,Indianapolis,Drury,52,70,2007,01/26/2008,626
5496,Missouri-St. Louis,Bellarmine,54,65,2007,01/26/2008,229
5497,Missouri-St. Louis,Bellarmine,54,65,2007,01/26/2008,229
5498,Anderson (SC),Barton,71,79,2007,01/26/2008,250
5499,Anderson (SC),Barton,71,79,2007,01/26/2008,250
5500,Belmont Abbey,Limestone,81,78,2007,01/26/2008,149
5501,Belmont Abbey,Limestone,81,78,2007,01/26/2008,149
5502,Coker,Lees-McRae,77,75,2007,01/26/2008,305
5503,Coker,Lees-McRae,77,75,2007,01/26/2008,305
5504,Mount Olive,Queens (NC),90,63,2007,01/26/2008,415
5505,Mount Olive,Queens (NC),90,63,2007,01/26/2008,415
5506,St. Andrews,Pfeiffer,52,87,2007,01/26/2008,101
5507,St. Andrews,Pfeiffer,52,87,2007,01/26/2008,101
5508,Southern Indiana,Southern Illinois-Edwardsville,74,69,2007,01/26/2008,"2,000"
5509,Southern Indiana,Southern Illinois-Edwardsville,74,69,2007,01/26/2008,"2,000"
5510,Saint Joseph's (IN),Rockhurst,83,59,2007,01/26/2008,921
5511,Saint Joseph's (IN),Rockhurst,83,59,2007,01/26/2008,921
5512,Felician,Holy Family,79,106,2007,01/26/2008,188
5513,Felician,Holy Family,79,106,2007,01/26/2008,188
5514,Alliance,Goldey-Beacom,67,66,2007,01/26/2008,468
5515,Alliance,Goldey-Beacom,67,66,2007,01/26/2008,468
5516,Post,Jefferson (PA),67,70,2007,01/26/2008,210
5517,Post,Jefferson (PA),67,70,2007,01/26/2008,210
5518,Wilmington (DE),Bloomfield,96,83,2007,01/26/2008,200
5519,Wilmington (DE),Bloomfield,96,83,2007,01/26/2008,200
5520,Kentucky Wesleyan,Quincy,81,70,2007,01/26/2008,"1,500"
5521,Kentucky Wesleyan,Quincy,81,70,2007,01/26/2008,"1,500"
5522,LeMoyne-Owen,Benedict,76,69,2007,01/26/2008,642
5523,LeMoyne-Owen,Benedict,76,69,2007,01/26/2008,642
5524,North Greenville,Brevard,65,86,2007,01/26/2008,312
5525,North Greenville,Brevard,65,86,2007,01/26/2008,312
5526,Dominican (NY),University of the Sciences (Pa.),72,68,2007,01/26/2008,205
5527,Dominican (NY),University of the Sciences (Pa.),72,68,2007,01/26/2008,205
5528,Chowan,Newport News-Apprentice,85,74,2007,01/26/2008,345
5529,Chowan,Newport News-Apprentice,85,74,2007,01/26/2008,345
5530,Dowling,Bridgeport,64,80,2007,01/26/2008,72
5531,Dowling,Bridgeport,64,80,2007,01/26/2008,72
5532,Colorado Mesa,New Mexico Highlands,73,61,2007,01/26/2008,857
5533,Colorado Mesa,New Mexico Highlands,73,61,2007,01/26/2008,857
5534,Elizabeth City State,Virginia Union,70,59,2007,01/27/2008,"4,567"
