,Schl,Opp,PTS,OPP,Year,Date,neutral
3333,Trinity (CT),Rhode Island College,68,70,2007,12/11/2007,True
3334,Trinity (CT),Rhode Island College,68,70,2007,12/11/2007,True
3335,Thiel,Allegheny,59,55,2007,12/11/2007,True
3336,Thiel,Allegheny,59,55,2007,12/11/2007,True
3337,St. Scholastica,Hamline,69,76,2007,12/11/2007,False
3338,St. Scholastica,Hamline,69,76,2007,12/11/2007,False
3339,Carthage,Olivet Nazarene,70,66,2007,12/11/2007,True
3340,Carthage,Olivet Nazarene,70,66,2007,12/11/2007,True
3341,Plymouth State,Tufts,64,86,2007,12/11/2007,False
3342,Plymouth State,Tufts,64,86,2007,12/11/2007,False
3343,Gust Adolphus,Bethany Lutheran,88,76,2007,12/12/2007,True
3344,Gust Adolphus,Bethany Lutheran,88,76,2007,12/12/2007,True
3345,Gust Adolphus,Bethany Lutheran,88,76,2007,12/12/2007,True
3346,Finlandia,Wis.-Stout,99,84,2007,12/12/2007,True
3347,Finlandia,Wis.-Stout,99,84,2007,12/12/2007,True
3348,W Connecticut,Bridgewater MA,84,79,2007,12/12/2007,False
3349,W Connecticut,Bridgewater MA,84,79,2007,12/12/2007,False
3350,Merchant Marine,Kean,47,53,2007,12/12/2007,False
3351,Merchant Marine,Kean,47,53,2007,12/12/2007,False
3352,City Tech,SUNY-Purchase,79,57,2007,12/12/2007,True
3353,City Tech,SUNY-Purchase,79,57,2007,12/12/2007,True
3354,York (NY),Rutgers-Newark,59,63,2007,12/12/2007,False
3355,York (NY),Rutgers-Newark,59,63,2007,12/12/2007,False
3356,Edgewood,Wisconsin-Stevens Point,59,77,2007,12/12/2007,True
3357,Edgewood,Wisconsin-Stevens Point,59,77,2007,12/12/2007,True
3358,Rockford,Aurora,70,94,2007,12/12/2007,False
3359,Rockford,Aurora,70,94,2007,12/12/2007,False
3360,Hiram,Grove City,78,76,2007,12/12/2007,False
3361,Hiram,Grove City,78,76,2007,12/12/2007,False
3362,Incarnate Word,Mary Hardin-Baylor,81,69,2007,12/12/2007,False
3363,Incarnate Word,Mary Hardin-Baylor,81,69,2007,12/12/2007,False
3364,La Roche,Bethany (WV),67,60,2007,12/12/2007,False
3365,La Roche,Bethany (WV),67,60,2007,12/12/2007,False
3366,Ohio Northern,Otterbein,78,72,2007,12/12/2007,True
3367,Ohio Northern,Otterbein,78,72,2007,12/12/2007,True
3368,Lasell,Amherst,66,73,2007,12/12/2007,False
3369,Lasell,Amherst,66,73,2007,12/12/2007,False
3370,Massachusetts Liberal Arts,Mitchell,86,75,2007,12/12/2007,False
3371,Massachusetts Liberal Arts,Mitchell,86,75,2007,12/12/2007,False
3372,Wisconsin-La Crosse,Carleton College,67,69,2007,12/12/2007,True
3373,Wisconsin-La Crosse,Carleton College,67,69,2007,12/12/2007,True
3374,UW-River Falls,Crown (MN),79,34,2007,12/12/2007,False
3375,UW-River Falls,Crown (MN),79,34,2007,12/12/2007,False
3376,Mt. St. Mary (NY),SUNY-Maritime,73,67,2007,12/12/2007,True
3377,Mt. St. Mary (NY),SUNY-Maritime,73,67,2007,12/12/2007,True
3378,Centre (KY),Cincinnati-Clermont,86,69,2007,12/12/2007,False
3379,Centre (KY),Cincinnati-Clermont,86,69,2007,12/12/2007,False
3380,Minn.-Morris,Saint John's (MN),65,81,2007,12/12/2007,True
3381,Minn.-Morris,Saint John's (MN),65,81,2007,12/12/2007,True
3382,Northwestern MN,Wisconsin-Superior,86,73,2007,12/12/2007,True
3383,Northwestern MN,Wisconsin-Superior,86,73,2007,12/12/2007,True
3384,NJ City,John Jay,66,58,2007,12/12/2007,True
3385,NJ City,John Jay,66,58,2007,12/12/2007,True
3386,Wm Paterson,Fairleigh Dickinson-Florham,77,51,2007,12/12/2007,True
3387,Wm Paterson,Fairleigh Dickinson-Florham,77,51,2007,12/12/2007,True
3388,Bethel_MN,North Central (MN),95,38,2007,12/12/2007,False
3389,Bethel_MN,North Central (MN),95,38,2007,12/12/2007,False
3390,Fontbonne,Robert Morris-S'fiel,89,76,2007,12/12/2007,False
3391,Fontbonne,Robert Morris-S'fiel,89,76,2007,12/12/2007,False
3392,Augustana (IL),Cornell (IA),69,56,2007,12/12/2007,True
3393,Augustana (IL),Cornell (IA),69,56,2007,12/12/2007,True
3394,MA Dartmouth,Johnson & Wales (RI),86,67,2007,12/12/2007,True
3395,MA Dartmouth,Johnson & Wales (RI),86,67,2007,12/12/2007,True
3396,Dubuque,Wisconsin-Platteville,50,82,2007,12/13/2007,False
3397,Dubuque,Wisconsin-Platteville,50,82,2007,12/13/2007,False
3398,Dubuque,Wisconsin-Platteville,50,82,2007,12/13/2007,False
3399,Earlham,Anderson (IN),62,69,2007,12/13/2007,True
3400,Earlham,Anderson (IN),62,69,2007,12/13/2007,True
3401,Dallas,Hendrix,67,77,2007,12/13/2007,True
3402,Dallas,Hendrix,67,77,2007,12/13/2007,True
3403,Multnomah,Pacific (OR),68,63,2007,12/13/2007,True
3404,Multnomah,Pacific (OR),68,63,2007,12/13/2007,True
3405,Castleton,New England College,112,94,2007,12/13/2007,True
3406,Castleton,New England College,112,94,2007,12/13/2007,True
3407,California Baptist,La Sierra,77,54,2007,12/13/2007,False
3408,California Baptist,La Sierra,77,54,2007,12/13/2007,False
3409,Yeshiva,Lehman,43,57,2007,12/13/2007,True
3410,Yeshiva,Lehman,43,57,2007,12/13/2007,True
3411,Waynesburg,Penn State-Beaver,86,76,2007,12/13/2007,False
3412,Waynesburg,Penn State-Beaver,86,76,2007,12/13/2007,False
3413,Texas Lutheran,Schreiner,63,71,2007,12/13/2007,True
3414,Texas Lutheran,Schreiner,63,71,2007,12/13/2007,True
3415,Baruch College,City College of New York,92,79,2007,12/13/2007,False
3416,Baruch College,City College of New York,92,79,2007,12/13/2007,False
3417,Virginia Union,Lincoln (PA),94,77,2007,12/13/2007,False
3418,Virginia Union,Lincoln (PA),94,77,2007,12/13/2007,False
3419,Rochester (NY),D'Youville,95,80,2007,12/14/2007,False
3420,Rochester (NY),D'Youville,95,80,2007,12/14/2007,False
3421,Rochester (NY),D'Youville,95,80,2007,12/14/2007,False
3422,Hilbert,SUNY-Oswego,74,79,2007,12/14/2007,True
3423,Hilbert,SUNY-Oswego,74,79,2007,12/14/2007,True
3424,Faith Baptist,Cornell (IA),83,80,2007,12/14/2007,False
3425,Faith Baptist,Cornell (IA),83,80,2007,12/14/2007,False
3426,Ithaca,St. Lawrence,81,85,2007,12/14/2007,False
3427,Ithaca,St. Lawrence,81,85,2007,12/14/2007,False
3428,Maranatha Bap,Kuyper,81,82,2007,12/14/2007,True
3429,Maranatha Bap,Kuyper,81,82,2007,12/14/2007,True
3430,Penn State-Altoona,Franciscan,76,57,2007,12/14/2007,False
3431,Penn State-Altoona,Franciscan,76,57,2007,12/14/2007,False
3432,Rochester (NY),St. John Fisher,75,58,2007,12/14/2007,False
3433,Rochester (NY),St. John Fisher,75,58,2007,12/14/2007,False
3434,Springfield,Rhode Island College,79,77,2007,12/14/2007,True
3435,Springfield,Rhode Island College,79,77,2007,12/14/2007,True
3436,Whitman,Corban,73,82,2007,12/14/2007,False
3437,Whitman,Corban,73,82,2007,12/14/2007,False
3438,Maine-Farmington,Southern Methodist,48,58,2007,12/14/2007,True
3439,Maine-Farmington,Southern Methodist,48,58,2007,12/14/2007,True
3440,Knox,Eureka,74,64,2007,12/14/2007,False
3441,Knox,Eureka,74,64,2007,12/14/2007,False
3442,Greensboro,SUNY-Oneonta,60,71,2007,12/14/2007,False
3443,Greensboro,SUNY-Oneonta,60,71,2007,12/14/2007,False
3444,Notre Dame (OH),Saint Vincent (PA),63,73,2007,12/14/2007,True
3445,Notre Dame (OH),Saint Vincent (PA),63,73,2007,12/14/2007,True
3446,Alma,Oberlin,57,62,2007,12/14/2007,True
3447,Alma,Oberlin,57,62,2007,12/14/2007,True
3448,Wilkes,Widener,55,75,2007,12/14/2007,True
3449,Wilkes,Widener,55,75,2007,12/14/2007,True
3450,Briar Cliff,Montclair State,81,78,2007,12/14/2007,False
3451,Briar Cliff,Montclair State,81,78,2007,12/14/2007,False
3452,Minnesota-Crookston,Minn.-Morris,93,70,2007,12/14/2007,False
3453,Minnesota-Crookston,Minn.-Morris,93,70,2007,12/14/2007,False
3454,Bethel (TN),Rust,81,97,2007,12/14/2007,False
3455,Bethel (TN),Rust,81,97,2007,12/14/2007,False
3456,Houghton,Worcester State,52,67,2007,12/14/2007,True
3457,Houghton,Worcester State,52,67,2007,12/14/2007,True
3458,Indiana-Southeast,Kalamazoo,69,61,2007,12/14/2007,True
3459,Indiana-Southeast,Kalamazoo,69,61,2007,12/14/2007,True
3460,Marygrove,Albion,44,107,2007,12/14/2007,True
3461,Marygrove,Albion,44,107,2007,12/14/2007,True
3462,Clarks Summit,Lancaster Bible,94,52,2007,12/14/2007,True
3463,Clarks Summit,Lancaster Bible,94,52,2007,12/14/2007,True
3464,Fisk,Spalding,75,65,2007,12/15/2007,False
3465,Fisk,Spalding,75,65,2007,12/15/2007,False
3466,Fisk,Spalding,75,65,2007,12/15/2007,False
3467,Rochester (NY),SUNY-Oswego,68,81,2007,12/15/2007,True
3468,Rochester (NY),SUNY-Oswego,68,81,2007,12/15/2007,True
3469,Cazenovia,Hobart and William Smith,73,72,2007,12/15/2007,True
3470,Cazenovia,Hobart and William Smith,73,72,2007,12/15/2007,True
3471,Benedictine KS,Buena Vista,88,82,2007,12/15/2007,False
3472,Benedictine KS,Buena Vista,88,82,2007,12/15/2007,False
3473,Merchant Marine,Lehman,75,61,2007,12/15/2007,True
3474,Merchant Marine,Lehman,75,61,2007,12/15/2007,True
3475,Benedictine (IL),Maranatha Bap,67,70,2007,12/15/2007,True
3476,Benedictine (IL),Maranatha Bap,67,70,2007,12/15/2007,True
3477,Edgewood,Dominican (IL),81,75,2007,12/15/2007,True
3478,Edgewood,Dominican (IL),81,75,2007,12/15/2007,True
3479,Milwaukee Engineering,Aurora,63,70,2007,12/15/2007,False
3480,Milwaukee Engineering,Aurora,63,70,2007,12/15/2007,False
3481,Rockford,Lakeland,48,62,2007,12/15/2007,True
3482,Rockford,Lakeland,48,62,2007,12/15/2007,True
3483,Pittsburgh-Bradford,Lycoming,60,49,2007,12/15/2007,True
3484,Pittsburgh-Bradford,Lycoming,60,49,2007,12/15/2007,True
3485,Wooster,Walsh,89,88,2007,12/15/2007,False
3486,Wooster,Walsh,89,88,2007,12/15/2007,False
3487,Chicago,Illinois Wesleyan,85,70,2007,12/15/2007,False
3488,Chicago,Illinois Wesleyan,85,70,2007,12/15/2007,False
3489,Emory,Oglethorpe,106,89,2007,12/15/2007,False
3490,Emory,Oglethorpe,106,89,2007,12/15/2007,False
3491,Washington (MO),Coe,68,63,2007,12/15/2007,True
3492,Washington (MO),Coe,68,63,2007,12/15/2007,True
3493,Baldwin-Wallace,Wilmington (OH),70,72,2007,12/15/2007,False
3494,Baldwin-Wallace,Wilmington (OH),70,72,2007,12/15/2007,False
3495,John Carroll,Ohio Northern,97,102,2007,12/15/2007,True
3496,John Carroll,Ohio Northern,97,102,2007,12/15/2007,True
3497,Marietta,Heidelberg,63,86,2007,12/15/2007,False
3498,Marietta,Heidelberg,63,86,2007,12/15/2007,False
3499,Muskingum,Capital,68,72,2007,12/15/2007,True
3500,Muskingum,Capital,68,72,2007,12/15/2007,True
3501,Cal Lutheran,Chapman,53,50,2007,12/15/2007,False
3502,Cal Lutheran,Chapman,53,50,2007,12/15/2007,False
3503,Claremont M.S.,UC Santa Cruz,82,49,2007,12/15/2007,True
3504,Claremont M.S.,UC Santa Cruz,82,49,2007,12/15/2007,True
3505,Pomona-Pitzer,Pacific (OR),67,51,2007,12/15/2007,True
3506,Pomona-Pitzer,Pacific (OR),67,51,2007,12/15/2007,True
3507,La Verne,Pacific Union,78,55,2007,12/15/2007,True
3508,La Verne,Pacific Union,78,55,2007,12/15/2007,True
3509,Mary Washington,Shenandoah,92,80,2007,12/15/2007,True
3510,Mary Washington,Shenandoah,92,80,2007,12/15/2007,True
3511,Bluffton,Adrian,89,63,2007,12/15/2007,True
3512,Bluffton,Adrian,89,63,2007,12/15/2007,True
3513,Rose-Hulman,Earlham,58,48,2007,12/15/2007,False
3514,Rose-Hulman,Earlham,58,48,2007,12/15/2007,False
3515,Castleton,Lyndon State,103,73,2007,12/15/2007,True
3516,Castleton,Lyndon State,103,73,2007,12/15/2007,True
3517,Johnson & Wales (RI),Plymouth State,89,81,2007,12/15/2007,False
3518,Johnson & Wales (RI),Plymouth State,89,81,2007,12/15/2007,False
3519,Dartmouth,Daniel Webster,88,52,2007,12/15/2007,False
3520,Dartmouth,Daniel Webster,88,52,2007,12/15/2007,False
3521,Maryville (TN),Methodist,88,75,2007,12/15/2007,True
3522,Maryville (TN),Methodist,88,75,2007,12/15/2007,True
3523,Wisconsin-Oshkosh,Augustana (IL),54,59,2007,12/15/2007,False
3524,Wisconsin-Oshkosh,Augustana (IL),54,59,2007,12/15/2007,False
3525,Wisconsin-Platteville,Clarke,65,50,2007,12/15/2007,True
3526,Wisconsin-Platteville,Clarke,65,50,2007,12/15/2007,True
3527,Ripon,Wisconsin-Stevens Point,67,71,2007,12/15/2007,True
3528,Ripon,Wisconsin-Stevens Point,67,71,2007,12/15/2007,True
3529,Wisconsin-Superior,Martin Luther,98,87,2007,12/15/2007,True
3530,Wisconsin-Superior,Martin Luther,98,87,2007,12/15/2007,True
3531,Bridgewater (VA),Eastern Mennonite,84,83,2007,12/15/2007,False
3532,Bridgewater (VA),Eastern Mennonite,84,83,2007,12/15/2007,False
3533,Bard,Saint Joseph's Long Island,89,98,2007,12/15/2007,False
3534,Bard,Saint Joseph's Long Island,89,98,2007,12/15/2007,False
3535,Farmingdale State,Rutgers-Newark,75,69,2007,12/15/2007,True
3536,Farmingdale State,Rutgers-Newark,75,69,2007,12/15/2007,True
3537,Buffalo State,Worcester State,94,76,2007,12/15/2007,False
3538,Buffalo State,Worcester State,94,76,2007,12/15/2007,False
3539,Elizabethtown,Rutgers-Camden,79,51,2007,12/15/2007,True
3540,Elizabethtown,Rutgers-Camden,79,51,2007,12/15/2007,True
3541,Fredonia State,Medaille,62,60,2007,12/15/2007,True
3542,Fredonia State,Medaille,62,60,2007,12/15/2007,True
3543,Geneva,Penn State-Beaver,104,58,2007,12/15/2007,False
3544,Geneva,Penn State-Beaver,104,58,2007,12/15/2007,False
3545,Waynesburg,Franciscan,80,63,2007,12/15/2007,True
3546,Waynesburg,Franciscan,80,63,2007,12/15/2007,True
3547,Alvernia,Albright,60,71,2007,12/15/2007,False
3548,Alvernia,Albright,60,71,2007,12/15/2007,False
3549,Bethany Lutheran,UW-River Falls,64,66,2007,12/15/2007,True
3550,Bethany Lutheran,UW-River Falls,64,66,2007,12/15/2007,True
3551,Birmingham-Southern,Southeastern Bible,93,76,2007,12/15/2007,True
3552,Birmingham-Southern,Southeastern Bible,93,76,2007,12/15/2007,True
3553,Rhodes,Huntingdon,88,75,2007,12/15/2007,True
3554,Rhodes,Huntingdon,88,75,2007,12/15/2007,True
3555,Crown (MN),Central IA,59,99,2007,12/15/2007,False
3556,Crown (MN),Central IA,59,99,2007,12/15/2007,False
3557,Madonna,Albion,86,80,2007,12/15/2007,True
3558,Madonna,Albion,86,80,2007,12/15/2007,True
3559,Calvin,Trinity Christian,80,47,2007,12/15/2007,False
3560,Calvin,Trinity Christian,80,47,2007,12/15/2007,False
3561,East Texas Baptist,Howard Payne,60,78,2007,12/15/2007,True
3562,East Texas Baptist,Howard Payne,60,78,2007,12/15/2007,True
3563,LeTourneau,Sul Ross State,82,75,2007,12/15/2007,True
3564,LeTourneau,Sul Ross State,82,75,2007,12/15/2007,True
3565,Louisiana College,Hardin-Simmons,57,58,2007,12/15/2007,True
3566,Louisiana College,Hardin-Simmons,57,58,2007,12/15/2007,True
3567,Ozarks (AR),Schreiner,84,76,2007,12/15/2007,False
3568,Ozarks (AR),Schreiner,84,76,2007,12/15/2007,False
3569,Elmhurst,Mt. St. Joseph,86,74,2007,12/15/2007,True
3570,Elmhurst,Mt. St. Joseph,86,74,2007,12/15/2007,True
3571,Robert Morris-S'fiel,North Park,92,75,2007,12/15/2007,True
3572,Robert Morris-S'fiel,North Park,92,75,2007,12/15/2007,True
3573,Delaware Valley,Eastern,69,86,2007,12/15/2007,False
3574,Delaware Valley,Eastern,69,86,2007,12/15/2007,False
3575,Texas-Dallas,Concordia (TX),72,75,2007,12/15/2007,True
3576,Texas-Dallas,Concordia (TX),72,75,2007,12/15/2007,True
3577,Texas-Tyler,Mary Hardin-Baylor,46,58,2007,12/15/2007,True
3578,Texas-Tyler,Mary Hardin-Baylor,46,58,2007,12/15/2007,True
3579,Kean,Gwynedd-Mercy,71,77,2007,12/15/2007,False
3580,Kean,Gwynedd-Mercy,71,77,2007,12/15/2007,False
3581,Rowan,Medgar Evers,72,58,2007,12/15/2007,True
3582,Rowan,Medgar Evers,72,58,2007,12/15/2007,True
3583,College of New Jersey,Cabrini,83,62,2007,12/15/2007,True
3584,College of New Jersey,Cabrini,83,62,2007,12/15/2007,True
3585,MSU Moorhead,Concordia-Moorhead,69,47,2007,12/15/2007,False
3586,MSU Moorhead,Concordia-Moorhead,69,47,2007,12/15/2007,False
3587,Augsburg,St. Scholastica,84,72,2007,12/15/2007,False
3588,Augsburg,St. Scholastica,84,72,2007,12/15/2007,False
3589,Evansville,Hanover,57,44,2007,12/15/2007,True
3590,Evansville,Hanover,57,44,2007,12/15/2007,True
3591,Northern Iowa,Wartburg,99,48,2007,12/15/2007,True
3592,Northern Iowa,Wartburg,99,48,2007,12/15/2007,True
3593,Maine-Presque Isle,Maine Maritime,61,90,2007,12/15/2007,True
3594,Maine-Presque Isle,Maine Maritime,61,90,2007,12/15/2007,True
3595,Luther,Northwestern MN,69,63,2007,12/15/2007,False
3596,Luther,Northwestern MN,69,63,2007,12/15/2007,False
3597,Simpson (CA),Nebraska Wesleyan,52,63,2007,12/15/2007,True
3598,Simpson (CA),Nebraska Wesleyan,52,63,2007,12/15/2007,True
3599,Rust,LaGrange,93,77,2007,12/15/2007,False
3600,Rust,LaGrange,93,77,2007,12/15/2007,False
3601,Finlandia,Wisconsin Eau Claire,76,78,2007,12/15/2007,False
3602,Finlandia,Wisconsin Eau Claire,76,78,2007,12/15/2007,False
3603,SUNY-Oneonta,Averett,82,79,2007,12/15/2007,True
3604,SUNY-Oneonta,Averett,82,79,2007,12/15/2007,True
3605,Davenport,Kalamazoo,60,66,2007,12/15/2007,True
3606,Davenport,Kalamazoo,60,66,2007,12/15/2007,True
3607,Lincoln (PA),Cheyney,57,69,2007,12/15/2007,True
3608,Lincoln (PA),Cheyney,57,69,2007,12/15/2007,True
3609,Hilbert,D'Youville,87,77,2007,12/15/2007,True
3610,Hilbert,D'Youville,87,77,2007,12/15/2007,True
3611,Union (KY),Saint Vincent (PA),76,68,2007,12/15/2007,True
3612,Union (KY),Saint Vincent (PA),76,68,2007,12/15/2007,True
3613,Marian WI,Wisconsin Lutheran,88,81,2007,12/16/2007,True
3614,Marian WI,Wisconsin Lutheran,88,81,2007,12/16/2007,True
3615,Marian WI,Wisconsin Lutheran,88,81,2007,12/16/2007,True
3616,Chicago,Concordia (IL),78,65,2007,12/16/2007,False
3617,Chicago,Concordia (IL),78,65,2007,12/16/2007,False
3618,Whittier,Pacific (OR),68,48,2007,12/16/2007,True
3619,Whittier,Pacific (OR),68,48,2007,12/16/2007,True
3620,Whitman,Montana Tech,81,75,2007,12/16/2007,False
3621,Whitman,Montana Tech,81,75,2007,12/16/2007,False
3622,Marymount (VA),Frostburg State,89,64,2007,12/16/2007,True
3623,Marymount (VA),Frostburg State,89,64,2007,12/16/2007,True
3624,North Carolina Wesleyan,Muhlenberg,61,72,2007,12/16/2007,True
3625,North Carolina Wesleyan,Muhlenberg,61,72,2007,12/16/2007,True
3626,Maryville (MO),Coe,64,70,2007,12/16/2007,True
3627,Maryville (MO),Coe,64,70,2007,12/16/2007,True
3628,Randolph-Macon,Arcadia,81,74,2007,12/16/2007,False
3629,Randolph-Macon,Arcadia,81,74,2007,12/16/2007,False
3630,Yeshiva,SUNY-Purchase,71,80,2007,12/16/2007,True
3631,Yeshiva,SUNY-Purchase,71,80,2007,12/16/2007,True
3632,Olivet,Wisconsin Whitewater,53,74,2007,12/16/2007,False
3633,Olivet,Wisconsin Whitewater,53,74,2007,12/16/2007,False
3634,MSU Moorhead,Presentation,93,64,2007,12/16/2007,True
3635,MSU Moorhead,Presentation,93,64,2007,12/16/2007,True
3636,Stevenson,Catholic,60,75,2007,12/16/2007,False
3637,Stevenson,Catholic,60,75,2007,12/16/2007,False
3638,Shenandoah,Guilford,64,62,2007,12/17/2007,False
3639,Shenandoah,Guilford,64,62,2007,12/17/2007,False
3640,Shenandoah,Guilford,64,62,2007,12/17/2007,False
3641,Gallaudet,Cal Tech,58,72,2007,12/17/2007,True
3642,Gallaudet,Cal Tech,58,72,2007,12/17/2007,True
3643,Rhodes,LaGrange,99,102,2007,12/17/2007,True
3644,Rhodes,LaGrange,99,102,2007,12/17/2007,True
3645,Southwestern (TX),Cal State East Bay,72,66,2007,12/17/2007,False
3646,Southwestern (TX),Cal State East Bay,72,66,2007,12/17/2007,False
3647,NJ City,Lycoming,61,52,2007,12/17/2007,False
3648,NJ City,Lycoming,61,52,2007,12/17/2007,False
3649,Lynchburg,Chris. Newport,81,79,2007,12/17/2007,False
3650,Lynchburg,Chris. Newport,81,79,2007,12/17/2007,False
3651,Randolph-Macon,Muhlenberg,73,60,2007,12/17/2007,False
3652,Randolph-Macon,Muhlenberg,73,60,2007,12/17/2007,False
3653,Virginia Wesleyan,Averett,68,56,2007,12/17/2007,True
3654,Virginia Wesleyan,Averett,68,56,2007,12/17/2007,True
3655,East Texas Baptist,Sul Ross State,86,77,2007,12/17/2007,True
3656,East Texas Baptist,Sul Ross State,86,77,2007,12/17/2007,True
3657,LeTourneau,Howard Payne,74,72,2007,12/17/2007,True
3658,LeTourneau,Howard Payne,74,72,2007,12/17/2007,True
3659,Louisiana College,McMurry,77,76,2007,12/17/2007,True
3660,Louisiana College,McMurry,77,76,2007,12/17/2007,True
3661,Mississippi College,Hardin-Simmons,92,71,2007,12/17/2007,True
3662,Mississippi College,Hardin-Simmons,92,71,2007,12/17/2007,True
3663,Ozarks (AR),Texas Lutheran,64,69,2007,12/17/2007,False
3664,Ozarks (AR),Texas Lutheran,64,69,2007,12/17/2007,False
3665,Texas-Dallas,Mary Hardin-Baylor,56,63,2007,12/17/2007,True
3666,Texas-Dallas,Mary Hardin-Baylor,56,63,2007,12/17/2007,True
3667,Texas-Tyler,Concordia (TX),85,67,2007,12/17/2007,True
3668,Texas-Tyler,Concordia (TX),85,67,2007,12/17/2007,True
3669,Maryville (TN),Transylvania,76,65,2007,12/17/2007,True
3670,Maryville (TN),Transylvania,76,65,2007,12/17/2007,True
3671,Wilkes,Keystone,60,67,2007,12/17/2007,True
3672,Wilkes,Keystone,60,67,2007,12/17/2007,True
3673,Nova Southeastern,Lawrence,60,73,2007,12/17/2007,True
3674,Nova Southeastern,Lawrence,60,73,2007,12/17/2007,True
3675,Cal Lutheran,North Central,68,62,2007,12/17/2007,False
3676,Cal Lutheran,North Central,68,62,2007,12/17/2007,False
3677,Rose-Hulman,DePauw,53,54,2007,12/17/2007,True
3678,Rose-Hulman,DePauw,53,54,2007,12/17/2007,True
3679,Cabrini,Buena Vista,72,69,2007,12/17/2007,True
3680,Cabrini,Buena Vista,72,69,2007,12/17/2007,True
3681,St. Norbert,Northern Michigan,59,50,2007,12/17/2007,True
3682,St. Norbert,Northern Michigan,59,50,2007,12/17/2007,True
3683,Martin Luther,Central IA,72,85,2007,12/17/2007,True
3684,Martin Luther,Central IA,72,85,2007,12/17/2007,True
3685,Arcadia,North Carolina Wesleyan,72,76,2007,12/17/2007,True
3686,Arcadia,North Carolina Wesleyan,72,76,2007,12/17/2007,True
3687,Trinity (TX),Carthage,49,56,2007,12/17/2007,True
3688,Trinity (TX),Carthage,49,56,2007,12/17/2007,True
3689,Millsaps,Belhaven (MS),75,70,2007,12/17/2007,False
3690,Millsaps,Belhaven (MS),75,70,2007,12/17/2007,False
3691,Wartburg,Augustana (IL),61,75,2007,12/18/2007,False
3692,Wartburg,Augustana (IL),61,75,2007,12/18/2007,False
3693,Wartburg,Augustana (IL),61,75,2007,12/18/2007,False
3694,Ashford,Loras,74,95,2007,12/18/2007,False
3695,Ashford,Loras,74,95,2007,12/18/2007,False
3696,Southwestern (TX),Carthage,82,72,2007,12/18/2007,False
3697,Southwestern (TX),Carthage,82,72,2007,12/18/2007,False
3698,MacMurray,Lakeland,52,56,2007,12/18/2007,False
3699,MacMurray,Lakeland,52,56,2007,12/18/2007,False
3700,Wabash,Franklin,64,58,2007,12/18/2007,True
3701,Wabash,Franklin,64,58,2007,12/18/2007,True
3702,Milwaukee Engineering,Webster,87,65,2007,12/18/2007,True
3703,Milwaukee Engineering,Webster,87,65,2007,12/18/2007,True
3704,Findlay,Lake Erie,76,66,2007,12/18/2007,True
3705,Findlay,Lake Erie,76,66,2007,12/18/2007,True
3706,Huntingdon,Birmingham-Southern,77,83,2007,12/18/2007,False
3707,Huntingdon,Birmingham-Southern,77,83,2007,12/18/2007,False
3708,Scranton,Hartwick,78,64,2007,12/18/2007,True
3709,Scranton,Hartwick,78,64,2007,12/18/2007,True
3710,Kalamazoo,Bluffton,67,62,2007,12/18/2007,False
3711,Kalamazoo,Bluffton,67,62,2007,12/18/2007,False
3712,Michigan Tech,Finlandia,73,37,2007,12/18/2007,False
3713,Michigan Tech,Finlandia,73,37,2007,12/18/2007,False
3714,Illinois Wesleyan,Hanover,88,76,2007,12/18/2007,True
3715,Illinois Wesleyan,Hanover,88,76,2007,12/18/2007,True
3716,King's (PA),Lebanon Valley,68,79,2007,12/18/2007,False
3717,King's (PA),Lebanon Valley,68,79,2007,12/18/2007,False
3718,Franklin & Marshall,Manchester,64,49,2007,12/18/2007,True
3719,Franklin & Marshall,Manchester,64,49,2007,12/18/2007,True
3720,Mt. St. Joseph,Notre Dame (OH),83,68,2007,12/18/2007,False
3721,Mt. St. Joseph,Notre Dame (OH),83,68,2007,12/18/2007,False
3722,Mary Washington,McDaniel,63,61,2007,12/18/2007,False
3723,Mary Washington,McDaniel,63,61,2007,12/18/2007,False
3724,Wesley,Washington College,73,60,2007,12/18/2007,True
3725,Wesley,Washington College,73,60,2007,12/18/2007,True
3726,Pitt.-Greensburg,Westminster (PA),62,77,2007,12/18/2007,True
3727,Pitt.-Greensburg,Westminster (PA),62,77,2007,12/18/2007,True
3728,Washington & Jefferson,La Roche,67,70,2007,12/18/2007,True
3729,Washington & Jefferson,La Roche,67,70,2007,12/18/2007,True
3730,Chapman,SUNY-Plattsburgh,63,65,2007,12/18/2007,False
3731,Chapman,SUNY-Plattsburgh,63,65,2007,12/18/2007,False
3732,Wisconsin Whitewater,Cardinal Stateritch,95,50,2007,12/18/2007,True
3733,Wisconsin Whitewater,Cardinal Stateritch,95,50,2007,12/18/2007,True
3734,Johnson & Wales (FL),Lawrence,57,69,2007,12/18/2007,False
3735,Johnson & Wales (FL),Lawrence,57,69,2007,12/18/2007,False
3736,La Sierra,Pacific (OR),56,68,2007,12/18/2007,False
3737,La Sierra,Pacific (OR),56,68,2007,12/18/2007,False
3738,Trinity (TX),Cal State East Bay,59,47,2007,12/18/2007,True
3739,Trinity (TX),Cal State East Bay,59,47,2007,12/18/2007,True
3740,Newport News-Apprentice,Wentworth,73,67,2007,12/18/2007,True
3741,Newport News-Apprentice,Wentworth,73,67,2007,12/18/2007,True
3742,St. Mary's (MD),Benedictine (IL),87,75,2007,12/18/2007,True
