,Schl,Opp,PTS,OPP,Year,Date,neutral
435,Wheaton (MA),Plymouth State,95,88,2007,11/17/2007,True
436,West Coast Baptist,Whittier,35,68,2007,11/17/2007,False
437,West Coast Baptist,Whittier,35,68,2007,11/17/2007,False
438,Texas-Permian Basin,Sul Ross State,51,70,2007,11/17/2007,False
439,Texas-Permian Basin,Sul Ross State,51,70,2007,11/17/2007,False
440,Pacific (OR),Northwest_WA,67,89,2007,11/17/2007,True
441,Pacific (OR),Northwest_WA,67,89,2007,11/17/2007,True
442,Concordia (OR),Pacific Lutheran,77,79,2007,11/17/2007,False
443,Concordia (OR),Pacific Lutheran,77,79,2007,11/17/2007,False
444,Puget Sound,La Verne,106,61,2007,11/17/2007,True
445,Puget Sound,La Verne,106,61,2007,11/17/2007,True
446,Evergreen State,Whitman,71,67,2007,11/17/2007,True
447,Evergreen State,Whitman,71,67,2007,11/17/2007,True
448,Rivier,NVU-Johnson,76,86,2007,11/17/2007,True
449,Rivier,NVU-Johnson,76,86,2007,11/17/2007,True
450,Claremont M.S.,Menlo,52,65,2007,11/17/2007,True
451,Claremont M.S.,Menlo,52,65,2007,11/17/2007,True
452,Azusa Pacific,Occidental,79,57,2007,11/17/2007,False
453,Azusa Pacific,Occidental,79,57,2007,11/17/2007,False
454,Elms,Maine-Machias,90,78,2007,11/17/2007,True
455,Elms,Maine-Machias,90,78,2007,11/17/2007,True
456,Maine-Farmington,Trinity (CT),38,61,2007,11/17/2007,True
457,Maine-Farmington,Trinity (CT),38,61,2007,11/17/2007,True
458,Thomas (ME),Unity,85,32,2007,11/17/2007,True
459,Thomas (ME),Unity,85,32,2007,11/17/2007,True
460,Greenville,Dubuque,66,80,2007,11/17/2007,True
461,Greenville,Dubuque,66,80,2007,11/17/2007,True
462,Manchester,DePauw,60,68,2007,11/17/2007,True
463,Manchester,DePauw,60,68,2007,11/17/2007,True
464,Webster,Hanover,51,49,2007,11/17/2007,True
465,Webster,Hanover,51,49,2007,11/17/2007,True
466,Salem State,Regis (MA),85,42,2007,11/17/2007,True
467,Salem State,Regis (MA),85,42,2007,11/17/2007,True
468,Mt. St. Joseph,Capital,94,80,2007,11/17/2007,True
469,Mt. St. Joseph,Capital,94,80,2007,11/17/2007,True
470,Augustana (SD),Buena Vista,71,72,2007,11/17/2007,False
471,Augustana (SD),Buena Vista,71,72,2007,11/17/2007,False
472,Emmanuel MA,Moravian,73,82,2007,11/17/2007,True
473,Emmanuel MA,Moravian,73,82,2007,11/17/2007,True
474,Daniel Webster,Centenary (NJ),112,100,2007,11/17/2007,False
475,Daniel Webster,Centenary (NJ),112,100,2007,11/17/2007,False
476,Roanoke,Shenandoah,75,71,2007,11/17/2007,True
477,Roanoke,Shenandoah,75,71,2007,11/17/2007,True
478,Virginia Wesleyan,North Carolina Wesleyan,83,60,2007,11/17/2007,False
479,Virginia Wesleyan,North Carolina Wesleyan,83,60,2007,11/17/2007,False
480,LaGrange,Centre (KY),59,76,2007,11/17/2007,True
481,LaGrange,Centre (KY),59,76,2007,11/17/2007,True
482,Clarkson,SUNY-Potsdam,51,71,2007,11/17/2007,True
483,Clarkson,SUNY-Potsdam,51,71,2007,11/17/2007,True
484,Wisconsin-Platteville,Maryville (MO),81,69,2007,11/17/2007,True
485,Wisconsin-Platteville,Maryville (MO),81,69,2007,11/17/2007,True
486,Wisconsin-Stevens Point,Carroll WI,105,72,2007,11/17/2007,False
487,Wisconsin-Stevens Point,Carroll WI,105,72,2007,11/17/2007,False
488,Hamilton,Pittsburgh-Bradford,92,76,2007,11/17/2007,True
489,Hamilton,Pittsburgh-Bradford,92,76,2007,11/17/2007,True
490,Wis.-Stout,Viterbo,81,63,2007,11/17/2007,False
491,Wis.-Stout,Viterbo,81,63,2007,11/17/2007,False
492,Wisconsin Whitewater,Milwaukee Engineering,87,56,2007,11/17/2007,True
493,Wisconsin Whitewater,Milwaukee Engineering,87,56,2007,11/17/2007,True
494,Vassar,Emerson,67,70,2007,11/17/2007,False
495,Vassar,Emerson,67,70,2007,11/17/2007,False
496,Missouri S&T,Blackburn,73,53,2007,11/17/2007,True
497,Missouri S&T,Blackburn,73,53,2007,11/17/2007,True
498,Averett,Maryville (TN),60,74,2007,11/17/2007,True
499,Averett,Maryville (TN),60,74,2007,11/17/2007,True
500,Dickinson College,Staten Island,74,62,2007,11/17/2007,True
501,Dickinson College,Staten Island,74,62,2007,11/17/2007,True
502,Franklin & Marshall,Neumann,63,66,2007,11/17/2007,True
503,Franklin & Marshall,Neumann,63,66,2007,11/17/2007,True
504,Gettysburg,Messiah,81,67,2007,11/17/2007,True
505,Gettysburg,Messiah,81,67,2007,11/17/2007,True
506,Haverford,Oberlin,58,35,2007,11/17/2007,False
507,Haverford,Oberlin,58,35,2007,11/17/2007,False
508,Johns Hopkins,Stockton,74,78,2007,11/17/2007,False
509,Johns Hopkins,Stockton,74,78,2007,11/17/2007,False
510,Muhlenberg,Curry,71,92,2007,11/17/2007,True
511,Muhlenberg,Curry,71,92,2007,11/17/2007,True
512,Guilford,Stevenson,87,52,2007,11/17/2007,True
513,Guilford,Stevenson,87,52,2007,11/17/2007,True
514,SUNY-Maritime,Coast Guard,63,76,2007,11/17/2007,True
515,SUNY-Maritime,Coast Guard,63,76,2007,11/17/2007,True
516,Mt. St. Mary (NY),Hartwick,47,49,2007,11/17/2007,True
517,Mt. St. Mary (NY),Hartwick,47,49,2007,11/17/2007,True
518,Washington College,SUNY-Polytechnic,94,72,2007,11/17/2007,True
519,Washington College,SUNY-Polytechnic,94,72,2007,11/17/2007,True
520,Old Westbury,Brooklyn,70,67,2007,11/17/2007,False
521,Old Westbury,Brooklyn,70,67,2007,11/17/2007,False
522,Buffalo State,Gwynedd-Mercy,82,90,2007,11/17/2007,False
523,Buffalo State,Gwynedd-Mercy,82,90,2007,11/17/2007,False
524,SUNY-Cortland,City College of New York,73,61,2007,11/17/2007,True
525,SUNY-Cortland,City College of New York,73,61,2007,11/17/2007,True
526,Wesleyan (CT),Western New England,58,68,2007,11/17/2007,True
527,Wesleyan (CT),Western New England,58,68,2007,11/17/2007,True
528,Albright,John Carroll,67,69,2007,11/17/2007,False
529,Albright,John Carroll,67,69,2007,11/17/2007,False
530,Elizabethtown,Methodist,86,76,2007,11/17/2007,True
531,Elizabethtown,Methodist,86,76,2007,11/17/2007,True
532,Lebanon Valley,York (NY),56,57,2007,11/17/2007,True
533,Lebanon Valley,York (NY),56,57,2007,11/17/2007,True
534,Lycoming,College of New Jersey,58,56,2007,11/17/2007,False
535,Lycoming,College of New Jersey,58,56,2007,11/17/2007,False
536,Pacific,Lewis & Clark,92,47,2007,11/17/2007,True
537,Pacific,Lewis & Clark,92,47,2007,11/17/2007,True
538,Geneva,Malone,70,83,2007,11/17/2007,True
539,Geneva,Malone,70,83,2007,11/17/2007,True
540,Thomas More,Defiance,59,65,2007,11/17/2007,False
541,Thomas More,Defiance,59,65,2007,11/17/2007,False
542,Waynesburg,Cabrini,86,78,2007,11/17/2007,False
543,Waynesburg,Cabrini,86,78,2007,11/17/2007,False
544,Westminster (PA),Eastern,87,90,2007,11/17/2007,True
545,Westminster (PA),Eastern,87,90,2007,11/17/2007,True
546,Webber,Birmingham-Southern,69,57,2007,11/17/2007,True
547,Webber,Birmingham-Southern,69,57,2007,11/17/2007,True
548,Colorado College,George Fox,58,62,2007,11/17/2007,True
549,Colorado College,George Fox,58,62,2007,11/17/2007,True
550,Hendrix,Westminster (MO),69,45,2007,11/17/2007,True
551,Hendrix,Westminster (MO),69,45,2007,11/17/2007,True
552,Millsaps,Pensacola Christian,75,69,2007,11/17/2007,True
553,Millsaps,Pensacola Christian,75,69,2007,11/17/2007,True
554,Northwestern MN,Jamestown,75,87,2007,11/17/2007,True
555,Northwestern MN,Jamestown,75,87,2007,11/17/2007,True
556,Presentation,Dakota Wesleyan,44,89,2007,11/17/2007,True
557,Presentation,Dakota Wesleyan,44,89,2007,11/17/2007,True
558,Adrian,Cardinal Stateritch,72,60,2007,11/17/2007,True
559,Adrian,Cardinal Stateritch,72,60,2007,11/17/2007,True
560,Albion,Illinois Wesleyan,75,55,2007,11/17/2007,True
561,Albion,Illinois Wesleyan,75,55,2007,11/17/2007,True
562,Calvin,Washington (MO),87,82,2007,11/17/2007,True
563,Calvin,Washington (MO),87,82,2007,11/17/2007,True
564,Olivet,Andrews,83,52,2007,11/17/2007,False
565,Olivet,Andrews,83,52,2007,11/17/2007,False
566,East Texas Baptist,Wiley,73,92,2007,11/17/2007,False
567,East Texas Baptist,Wiley,73,92,2007,11/17/2007,False
568,Elmhurst,Simpson (CA),85,71,2007,11/17/2007,False
569,Elmhurst,Simpson (CA),85,71,2007,11/17/2007,False
570,North Central,Lindenwood (MO),99,89,2007,11/17/2007,False
571,North Central,Lindenwood (MO),99,89,2007,11/17/2007,False
572,Wheaton (IL),Benedictine (IL),73,57,2007,11/17/2007,False
573,Wheaton (IL),Benedictine (IL),73,57,2007,11/17/2007,False
574,Manhattanville,Rose-Hulman,74,60,2007,11/17/2007,False
575,Manhattanville,Rose-Hulman,74,60,2007,11/17/2007,False
576,Gordon,Westfield State,50,48,2007,11/17/2007,True
577,Gordon,Westfield State,50,48,2007,11/17/2007,True
578,New England College,Lyndon State,116,91,2007,11/17/2007,False
579,New England College,Lyndon State,116,91,2007,11/17/2007,False
580,SUNY-Polytechnic,Utica,66,75,2007,11/17/2007,False
581,SUNY-Polytechnic,Utica,66,75,2007,11/17/2007,False
582,Ramapo,Yeshiva,73,60,2007,11/17/2007,False
583,Ramapo,Yeshiva,73,60,2007,11/17/2007,False
584,Concordia-St. Paul,Macalester,80,65,2007,11/17/2007,False
585,Concordia-St. Paul,Macalester,80,65,2007,11/17/2007,False
586,Southwest Minnesota State,Hamline,83,59,2007,11/17/2007,False
587,Southwest Minnesota State,Hamline,83,59,2007,11/17/2007,False
588,Central Missouri,Monmouth (IL),87,60,2007,11/17/2007,False
589,Central Missouri,Monmouth (IL),87,60,2007,11/17/2007,False
590,Nichols,Becker,79,82,2007,11/17/2007,True
591,Nichols,Becker,79,82,2007,11/17/2007,True
592,Roger Williams,Clark (MA),83,79,2007,11/17/2007,True
593,Roger Williams,Clark (MA),83,79,2007,11/17/2007,True
594,Amherst,Southern Vermont,99,54,2007,11/17/2007,True
595,Amherst,Southern Vermont,99,54,2007,11/17/2007,True
596,Winona State,Saint Mary's (MN),118,53,2007,11/17/2007,False
597,Winona State,Saint Mary's (MN),118,53,2007,11/17/2007,False
598,Bethel_MN,Bethany Lutheran,85,78,2007,11/17/2007,False
599,Bethel_MN,Bethany Lutheran,85,78,2007,11/17/2007,False
600,Saint John's (MN),Minn.-Morris,86,70,2007,11/17/2007,False
601,Saint John's (MN),Minn.-Morris,86,70,2007,11/17/2007,False
602,Tiffin,Heidelberg,77,109,2007,11/17/2007,False
603,Tiffin,Heidelberg,77,109,2007,11/17/2007,False
604,Moody_Bib,Fontbonne,63,100,2007,11/17/2007,False
605,Moody_Bib,Fontbonne,63,100,2007,11/17/2007,False
606,Susquehanna,Mary Washington,86,62,2007,11/17/2007,True
607,Susquehanna,Mary Washington,86,62,2007,11/17/2007,True
608,Widener,Catholic,72,62,2007,11/17/2007,False
609,Widener,Catholic,72,62,2007,11/17/2007,False
610,Cal State East Bay,Linfield,73,81,2007,11/17/2007,False
611,Cal State East Bay,Linfield,73,81,2007,11/17/2007,False
612,Cal Tech,La Sierra,41,83,2007,11/17/2007,True
613,Cal Tech,La Sierra,41,83,2007,11/17/2007,True
614,Fisk,Lane,61,54,2007,11/17/2007,True
615,Fisk,Lane,61,54,2007,11/17/2007,True
616,Alvernia,Point Park,83,91,2007,11/17/2007,False
617,Alvernia,Point Park,83,91,2007,11/17/2007,False
618,Case Western Reserve,Earlham,72,77,2007,11/17/2007,False
619,Case Western Reserve,Earlham,72,77,2007,11/17/2007,False
620,Misericordia,Clarks Summit,80,69,2007,11/17/2007,True
621,Misericordia,Clarks Summit,80,69,2007,11/17/2007,True
622,Marygrove,MacMurray,67,78,2007,11/17/2007,True
623,Marygrove,MacMurray,67,78,2007,11/17/2007,True
624,Rochester (MI),Trine,58,55,2007,11/17/2007,True
625,Rochester (MI),Trine,58,55,2007,11/17/2007,True
626,Cairn,NJ City,62,96,2007,11/17/2007,True
627,Cairn,NJ City,62,96,2007,11/17/2007,True
628,SUNY-Purchase,Hunter College,43,80,2007,11/17/2007,True
629,SUNY-Purchase,Hunter College,43,80,2007,11/17/2007,True
630,Rowan,SUNY Brockport,97,93,2007,11/17/2007,True
631,Rowan,SUNY Brockport,97,93,2007,11/17/2007,True
632,St. Lawrence,Connecticut College,67,70,2007,11/17/2007,True
633,St. Lawrence,Connecticut College,67,70,2007,11/17/2007,True
634,City Tech,Carnegie Mellon,75,89,2007,11/17/2007,True
635,City Tech,Carnegie Mellon,75,89,2007,11/17/2007,True
636,Franciscan,Grove City,60,77,2007,11/17/2007,True
637,Franciscan,Grove City,60,77,2007,11/17/2007,True
638,W Connecticut,Massachusetts Institute of Technology,83,77,2007,11/17/2007,True
639,W Connecticut,Massachusetts Institute of Technology,83,77,2007,11/17/2007,True
640,Suffolk,Castleton,77,102,2007,11/17/2007,True
641,Suffolk,Castleton,77,102,2007,11/17/2007,True
642,Texas-Dallas,D'Youville,75,60,2007,11/17/2007,True
643,Texas-Dallas,D'Youville,75,60,2007,11/17/2007,True
644,Eastern Oregon,Willamette,95,88,2007,11/17/2007,True
645,Eastern Oregon,Willamette,95,88,2007,11/17/2007,True
646,Penn State-Harrisburg,Hood,51,94,2007,11/17/2007,True
647,Penn State-Harrisburg,Hood,51,94,2007,11/17/2007,True
648,Crown (MN),William Penn,38,65,2007,11/17/2007,True
649,Crown (MN),William Penn,38,65,2007,11/17/2007,True
650,Trinity (TX),Ohio Wesleyan,64,53,2007,11/17/2007,True
651,Trinity (TX),Ohio Wesleyan,64,53,2007,11/17/2007,True
652,Newbury,Bowdoin,47,62,2007,11/17/2007,True
653,Newbury,Bowdoin,47,62,2007,11/17/2007,True
654,St. Joseph's (NY),Illinois College,63,91,2007,11/17/2007,True
655,St. Joseph's (NY),Illinois College,63,91,2007,11/17/2007,True
656,Lake Erie,Alma,74,44,2007,11/17/2007,True
657,Lake Erie,Alma,74,44,2007,11/17/2007,True
658,Morrisville State,Medgar Evers,85,67,2007,11/17/2007,True
659,Morrisville State,Medgar Evers,85,67,2007,11/17/2007,True
660,McMurry,LeTourneau,93,80,2007,11/17/2007,True
661,McMurry,LeTourneau,93,80,2007,11/17/2007,True
662,Rhema,Rhodes,95,101,2007,11/17/2007,True
663,Rhema,Rhodes,95,101,2007,11/17/2007,True
664,Salisbury,Allegheny,58,68,2007,11/17/2007,True
665,Salisbury,Allegheny,58,68,2007,11/17/2007,True
666,Wilmington (OH),Anderson (IN),83,72,2007,11/17/2007,True
667,Wilmington (OH),Anderson (IN),83,72,2007,11/17/2007,True
668,Penn State-Hazleton,Marywood,70,63,2007,11/17/2007,True
669,Penn State-Hazleton,Marywood,70,63,2007,11/17/2007,True
670,Worcester State,WPI,64,93,2007,11/17/2007,True
671,Worcester State,WPI,64,93,2007,11/17/2007,True
672,Penn State-Berks,Rutgers-Camden,59,64,2007,11/17/2007,True
673,Penn State-Berks,Rutgers-Camden,59,64,2007,11/17/2007,True
674,Fredonia State,Baldwin-Wallace,76,94,2007,11/17/2007,True
675,Fredonia State,Baldwin-Wallace,76,94,2007,11/17/2007,True
676,Maine-Presque Isle,Southern Methodist,48,113,2007,11/17/2007,True
677,Maine-Presque Isle,Southern Methodist,48,113,2007,11/17/2007,True
678,Lincoln (PA),Johnson C. Smith,52,91,2007,11/17/2007,True
679,Lincoln (PA),Johnson C. Smith,52,91,2007,11/17/2007,True
680,Wesley,Marietta,101,87,2007,11/17/2007,True
681,Wesley,Marietta,101,87,2007,11/17/2007,True
682,Grace Christian (MI),Ohio Northern,67,72,2007,11/17/2007,True
683,Grace Christian (MI),Ohio Northern,67,72,2007,11/17/2007,True
684,Southwestern (TX),Swarthmore,73,78,2007,11/17/2007,True
685,Southwestern (TX),Swarthmore,73,78,2007,11/17/2007,True
686,Mount Ida College,Fitchburg State,63,68,2007,11/17/2007,True
687,Mount Ida College,Fitchburg State,63,68,2007,11/17/2007,True
688,Merchant Marine,Skidmore,64,81,2007,11/17/2007,True
689,Merchant Marine,Skidmore,64,81,2007,11/17/2007,True
690,Penn State-Du Bois,Lancaster Bible,105,84,2007,11/17/2007,True
691,Penn State-Du Bois,Lancaster Bible,105,84,2007,11/17/2007,True
692,Huntingdon,Austin College,64,69,2007,11/17/2007,True
693,Huntingdon,Austin College,64,69,2007,11/17/2007,True
694,Lesley,Salve Regina,63,85,2007,11/17/2007,True
695,Lesley,Salve Regina,63,85,2007,11/17/2007,True
696,Rust,Emory & Henry,108,106,2007,11/17/2007,True
697,Rust,Emory & Henry,108,106,2007,11/17/2007,True
698,Penn State. - Brandywine,Bard,115,111,2007,11/17/2007,True
699,Penn State. - Brandywine,Bard,115,111,2007,11/17/2007,True
700,Washington & Lee,Ursinus,74,79,2007,11/17/2007,True
701,Washington & Lee,Ursinus,74,79,2007,11/17/2007,True
702,Berkeley (NJ),Saint Joseph's Long Island,45,89,2007,11/17/2007,True
703,Berkeley (NJ),Saint Joseph's Long Island,45,89,2007,11/17/2007,True
704,Springfield,Rhode Island College,62,71,2007,11/17/2007,True
705,Springfield,Rhode Island College,62,71,2007,11/17/2007,True
706,Mayville State,Finlandia,85,72,2007,11/17/2007,True
707,Mayville State,Finlandia,85,72,2007,11/17/2007,True
708,Green Mountain,Massachusetts Liberal Arts,91,89,2007,11/17/2007,True
709,Green Mountain,Massachusetts Liberal Arts,91,89,2007,11/17/2007,True
710,Colby-Sawyer,Anna Maria,93,70,2007,11/17/2007,True
711,Colby-Sawyer,Anna Maria,93,70,2007,11/17/2007,True
712,Bluffton,Carthage,63,69,2007,11/17/2007,True
713,Bluffton,Carthage,63,69,2007,11/17/2007,True
714,Rensselaer,Geneseo State,56,69,2007,11/17/2007,True
715,Rensselaer,Geneseo State,56,69,2007,11/17/2007,True
716,Briar Cliff,Lehman,90,86,2007,11/17/2007,True
717,Briar Cliff,Lehman,90,86,2007,11/17/2007,True
718,Newport News-Apprentice,Rutgers-Newark,66,61,2007,11/17/2007,True
719,Newport News-Apprentice,Rutgers-Newark,66,61,2007,11/17/2007,True
720,Albertus Magnus,Wentworth,56,90,2007,11/17/2007,True
721,Albertus Magnus,Wentworth,56,90,2007,11/17/2007,True
722,Norwich,Fairleigh Dickinson-Florham,80,68,2007,11/17/2007,True
723,Norwich,Fairleigh Dickinson-Florham,80,68,2007,11/17/2007,True
724,SUNY-Plattsburgh,Greensboro,92,59,2007,11/17/2007,True
725,SUNY-Plattsburgh,Greensboro,92,59,2007,11/17/2007,True
726,St. Joseph (VT),Hobart and William Smith,70,97,2007,11/17/2007,True
727,St. Joseph (VT),Hobart and William Smith,70,97,2007,11/17/2007,True
728,Penn State-Beaver,Thiel,52,80,2007,11/17/2007,True
729,Penn State-Beaver,Thiel,52,80,2007,11/17/2007,True
730,Edgewood,Beloit,72,56,2007,11/17/2007,True
731,Edgewood,Beloit,72,56,2007,11/17/2007,True
732,Concordia (NE),Augsburg,82,75,2007,11/17/2007,True
733,Concordia (NE),Augsburg,82,75,2007,11/17/2007,True
734,Northwestern Ohio,Muskingum,52,71,2007,11/17/2007,True
735,Northwestern Ohio,Muskingum,52,71,2007,11/17/2007,True
736,Albany Pharmacy,Ithaca,50,100,2007,11/17/2007,True
737,Albany Pharmacy,Ithaca,50,100,2007,11/17/2007,True
738,Wm Paterson,Baruch College,64,35,2007,11/17/2007,True
739,Wm Paterson,Baruch College,64,35,2007,11/17/2007,True
740,Montclair State,John Jay,62,72,2007,11/17/2007,True
741,Montclair State,John Jay,62,72,2007,11/17/2007,True
742,Walsh,Scranton,73,80,2007,11/17/2007,True
743,Walsh,Scranton,73,80,2007,11/17/2007,True
744,Pitt.-Greensburg,Randolph-Macon,47,75,2007,11/17/2007,True
745,Pitt.-Greensburg,Randolph-Macon,47,75,2007,11/17/2007,True
746,Dominican (IL),St. Norbert,58,52,2007,11/17/2007,True
747,Dominican (IL),St. Norbert,58,52,2007,11/17/2007,True
748,SUNY New Paltz,Nazareth,71,88,2007,11/17/2007,True
749,SUNY New Paltz,Nazareth,71,88,2007,11/17/2007,True
750,Endicott,Wheelock,60,34,2007,11/17/2007,True
751,Endicott,Wheelock,60,34,2007,11/17/2007,True
752,York (PA),Frostburg State,89,75,2007,11/17/2007,True
753,York (PA),Frostburg State,89,75,2007,11/17/2007,True
754,Penn College,Kean,53,88,2007,11/17/2007,True
755,Penn College,Kean,53,88,2007,11/17/2007,True
756,Texas-Tyler,Emory,72,64,2007,11/17/2007,True
757,Texas-Tyler,Emory,72,64,2007,11/17/2007,True
758,Transylvania,Denison,60,52,2007,11/17/2007,True
759,Transylvania,Denison,60,52,2007,11/17/2007,True
760,Peru State,UW-River Falls,55,73,2007,11/17/2007,True
761,Peru State,UW-River Falls,55,73,2007,11/17/2007,True
762,Trinity_Intl,Martin Luther,91,73,2007,11/17/2007,True
763,Trinity_Intl,Martin Luther,91,73,2007,11/17/2007,True
764,Cal State Maritime,Maine Maritime,56,45,2007,11/17/2007,True
765,Cal State Maritime,Maine Maritime,56,45,2007,11/17/2007,True
766,Tufts,Bridgewater MA,70,96,2007,11/17/2007,True
767,Tufts,Bridgewater MA,70,96,2007,11/17/2007,True
768,Fisher College,New England,41,87,2007,11/17/2007,True
769,Fisher College,New England,41,87,2007,11/17/2007,True
770,Maine-Fort Kent,Colby,70,95,2007,11/17/2007,True
771,Maine-Fort Kent,Colby,70,95,2007,11/17/2007,True
772,Wisconsin Eau Claire,Aurora,55,64,2007,11/17/2007,True
773,Wisconsin Eau Claire,Aurora,55,64,2007,11/17/2007,True
774,Mount Saint Vincent,Alfred,102,101,2007,11/17/2007,True
775,Mount Saint Vincent,Alfred,102,101,2007,11/17/2007,True
776,Wittenberg,Kalamazoo,80,72,2007,11/17/2007,True
777,Wittenberg,Kalamazoo,80,72,2007,11/17/2007,True
778,North Park,Eureka,80,67,2007,11/17/2007,True
779,North Park,Eureka,80,67,2007,11/17/2007,True
780,Penn State-Altoona,King's (PA),59,61,2007,11/17/2007,True
781,Penn State-Altoona,King's (PA),59,61,2007,11/17/2007,True
782,Mitchell,Eastern Nazarene,62,70,2007,11/17/2007,True
783,Mitchell,Eastern Nazarene,62,70,2007,11/17/2007,True
784,Farmingdale State,Otterbein,98,94,2007,11/17/2007,True
785,Farmingdale State,Otterbein,98,94,2007,11/17/2007,True
786,Penn State-Behrend,Baldwin-Wallace,73,68,2007,11/18/2007,True
787,Penn State-Behrend,Baldwin-Wallace,73,68,2007,11/18/2007,True
788,Penn State-Behrend,Baldwin-Wallace,73,68,2007,11/18/2007,True
789,Tufts,Kenyon,69,63,2007,11/18/2007,True
790,Tufts,Kenyon,69,63,2007,11/18/2007,True
791,Chicago,Trinity (TX),58,63,2007,11/18/2007,False
792,Chicago,Trinity (TX),58,63,2007,11/18/2007,False
793,New York University,Geneseo State,57,60,2007,11/18/2007,True
794,New York University,Geneseo State,57,60,2007,11/18/2007,True
795,Shawnee State,Muskingum,82,67,2007,11/18/2007,False
796,Shawnee State,Muskingum,82,67,2007,11/18/2007,False
797,Elms,Bowdoin,65,60,2007,11/18/2007,False
798,Elms,Bowdoin,65,60,2007,11/18/2007,False
